0,1
46582,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
46597,POUSO SEM TREM
46604,ESTOURO DE PNEU
46563,FALHA DO MOTOR EM VOO
46572,PERDA DE CONTROLE NO SOLO
46589,PERDA DE CONTROLE NO SOLO
46564,FALHA DO MOTOR EM VOO
46588,OUTROS
46565,POUSO EM LOCAL NÃO PREVISTO
46683,ESTOURO DE PNEU
46566,POUSO SEM TREM
46573,PERDA DE CONTROLE NO SOLO
46673,COLISÃO COM AVE
46583,PANE SECA
46567,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO
46592,EXCURSÃO DE PISTA
46568,FALHA DO MOTOR EM VOO
46569,OUTROS
46584,FALHA DO MOTOR EM VOO
46694,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
46713,ESTOURO DE PNEU
46570,POUSO LONGO
52071,OUTROS
46651,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
46585,PERDA DE CONTROLE EM VOO
46598,ESTOURO DE PNEU
46633,FALHA DO MOTOR EM VOO
46586,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
46605,ESTOURO DE PNEU
46614,OUTROS
46587,COM TREM DE POUSO
46599,COLISÃO COM AVE
46606,ESTOURO DE PNEU
46687,OUTROS
46692,OUTROS
46600,ESTOURO DE PNEU
46616,ESTOURO DE PNEU
46591,VOO CONTROLADO CONTRA O TERRENO
46618,ESTOURO DE PNEU
46629,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
46693,FALHA DO MOTOR EM VOO
46590,PERDA DE CONTROLE NO SOLO
46615,ESTOURO DE PNEU
46593,COM TREM DE POUSO
46602,POUSO SEM TREM
46612,COM TREM DE POUSO
46617,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46603,OUTROS
46714,ESTOURO DE PNEU
46628,ESTOURO DE PNEU
46715,VAZAMENTO DE COMBUSTÍVEL
46716,ESTOURO DE PNEU
46723,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
52072,ESTOURO DE PNEU
46601,POUSO BRUSCO
46626,COM ROTOR
46627,TRÁFEGO AÉREO
46710,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46717,POUSO EM LOCAL NÃO PREVISTO
46758,ESTOURO DE PNEU
46630,PERDA DE CONTROLE NO SOLO
46640,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
46718,TRÁFEGO AÉREO
46638,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
46707,COLISÃO COM AVE
46719,ESTOURO DE PNEU
46720,TRÁFEGO AÉREO
46706,POUSO BRUSCO
46748,EXCURSÃO DE PISTA
46708,PERDA DE CONTROLE NO SOLO
46712,EXCURSÃO DE PISTA
46721,COLISÃO COM AVE
46747,PERDA DE CONTROLE EM VOO
46735,PERDA DE CONTROLE NO SOLO
46746,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
46765,ESTOURO DE PNEU
46722,ESTOURO DE PNEU
46845,INDETERMINADO
46703,PANE SECA
46752,PERDA DE CONTROLE EM VOO
